Time(h.m.s),Dust(mg/m3),CO(ppm),CO2,temp(C)
13.20.15,0.36184,6.9002,343.3567,24.4922
13.20.15,0.36184,6.9002,343.3567,24.4922
13.20.16,0.36184,6.8764,343.3567,24.4922
13.20.16,0.36184,6.8764,343.3567,24.8145
13.20.16,0.36184,6.9002,343.3567,24.4922
13.20.17,0.36184,6.8764,343.3567,24.8145
13.20.17,0.36239,6.9002,343.3567,24.4922
13.20.17,0.36184,6.8764,343.3567,24.4922
13.20.18,0.36239,6.8764,343.3567,24.4922
13.20.18,0.36239,6.8764,343.3567,24.4922
13.20.18,0.36184,6.9002,343.3567,24.4922
13.20.18,0.36184,6.8764,343.3567,24.4922
13.20.19,0.36239,6.9002,343.3567,24.4922
13.20.19,0.36293,6.9002,343.3567,24.4922
13.20.19,0.36239,6.8764,343.3567,24.4922
13.20.20,0.36184,6.9002,343.3567,24.4922
13.20.20,0.36239,6.8764,343.3567,24.4922
13.20.20,0.36239,6.8764,343.3567,24.4922
13.20.21,0.36239,6.8764,343.3567,24.4922
13.20.21,0.36239,6.8764,343.3567,24.4922
13.20.21,0.36239,6.8764,343.3567,24.4922
13.20.22,0.36239,6.8764,343.3567,24.4922
13.20.22,0.36239,6.8764,343.3567,24.4922
13.20.22,0.36239,6.8764,343.3567,24.4922
13.20.22,0.36184,6.8764,343.3567,24.4922
13.20.23,0.36184,6.8764,343.3567,24.4922
13.20.23,0.36239,6.8764,343.3567,24.4922
13.20.23,0.36239,6.8764,343.3567,24.4922
13.20.24,0.36239,6.8764,343.3567,24.8145
13.20.24,0.36239,6.8764,343.3567,24.4922
13.20.24,0.36184,6.8764,343.3567,24.4922
13.20.25,0.36184,6.8764,343.3567,24.4922
13.20.25,0.36129,6.8764,343.3567,24.4922
13.20.25,0.36239,6.9002,343.3567,24.4922
13.20.26,0.36239,6.8764,343.3567,24.4922
13.20.26,0.36239,6.8764,343.3567,24.4922
13.20.26,0.36239,6.8764,343.3567,24.4922
13.20.26,0.36239,6.8764,343.3567,24.4922
13.20.27,0.36293,6.8764,343.3567,24.4922
13.20.27,0.36184,6.8764,343.3567,24.8145
13.20.27,0.36239,6.8764,343.3567,24.4922
13.20.28,0.36239,6.8764,343.3567,24.4922
13.20.28,0.36293,6.8764,343.3567,24.4922
13.20.28,0.36239,6.8764,343.3567,24.4922
13.20.29,0.36184,6.8764,343.3567,24.4922
13.20.29,0.36239,6.8764,343.3567,24.4922
13.20.29,0.36239,6.8764,343.3567,24.4922
13.20.30,0.36239,6.8764,343.3567,24.4922
13.20.30,0.36184,6.8764,343.3567,24.4922
13.20.30,0.36184,6.8764,343.3567,24.4922
13.20.30,0.36184,6.8764,343.3567,24.8145
13.20.31,0.36239,6.8764,343.3567,24.4922
13.20.31,0.36239,6.8764,343.3567,24.4922
13.20.31,0.36184,6.8764,343.3567,24.4922
13.20.32,0.36184,6.9002,343.3567,24.4922
13.20.32,0.36184,6.8764,343.3567,24.4922
13.20.32,0.36239,6.8764,343.3567,24.4922
13.20.33,0.36184,6.8764,343.3567,24.4922
13.20.33,0.36239,6.8764,343.3567,24.4922
13.20.33,0.36184,6.8764,343.3567,24.4922
13.20.34,0.36239,6.8764,343.3567,24.4922
13.20.34,0.36239,6.8764,343.3567,24.4922
13.20.34,0.36184,6.8764,343.3567,24.4922
13.20.34,0.36239,6.8764,343.3567,24.4922
13.20.35,0.36184,6.8764,343.3567,24.4922
13.20.35,0.36239,6.8764,343.3567,24.4922
13.20.35,0.36293,6.8764,343.3567,24.4922
13.20.36,0.36184,6.8764,343.3567,24.4922
13.20.36,0.36239,6.8764,343.3567,24.4922
13.20.36,0.36184,6.8764,343.3567,24.4922
13.20.37,0.36293,6.8764,343.3567,24.4922
13.20.37,0.36239,6.8764,343.3567,24.4922
13.20.37,0.36239,6.8764,343.3567,24.4922
13.20.38,0.36293,6.8764,343.3567,24.4922
13.20.38,0.36239,6.8764,343.3567,24.4922
13.20.38,0.36239,6.8764,343.3567,24.4922
13.20.38,0.36239,6.8764,343.3567,24.4922
13.20.39,0.36239,6.8764,343.3567,24.8145
13.20.39,0.36239,6.8764,343.3567,24.4922
13.20.39,0.36293,6.8764,343.3567,24.4922
13.20.40,0.36239,6.8764,343.3567,24.4922
13.20.40,0.36293,6.8764,343.3567,24.4922
13.20.40,0.36293,6.8764,343.3567,24.8145
13.20.41,0.36239,6.8764,343.3567,24.4922
13.20.41,0.36129,6.8764,343.3567,24.4922
13.20.41,0.36239,6.8764,343.3567,24.4922
13.20.42,0.36239,6.8764,343.3567,24.4922
13.20.42,0.36239,6.8764,343.3567,24.4922
13.20.42,0.36239,6.8764,343.3567,24.4922
13.20.42,0.36184,6.8764,343.3567,24.4922
13.20.43,0.36239,6.8764,343.3567,24.4922
13.20.43,0.36239,6.8764,343.3567,24.4922
13.20.43,0.36293,6.8764,343.3567,24.8145
13.20.44,0.36239,6.8764,343.3567,24.4922
13.20.44,0.36293,6.8764,343.3567,24.4922
13.20.44,0.36184,6.8764,343.3567,24.4922
13.20.45,0.36239,6.8764,343.3567,24.4922
13.20.45,0.36293,6.8764,343.3567,24.4922
13.20.45,0.36239,6.8764,343.3567,24.4922
13.20.46,0.36239,6.8764,343.3567,24.4922
13.20.46,0.36293,6.8764,343.3567,24.4922
13.20.46,0.36184,6.8764,343.3567,24.4922
13.20.47,0.36293,6.8764,343.3567,24.8145
13.20.47,0.36239,6.8764,343.3567,24.4922
13.20.47,0.36239,6.8764,343.3567,24.4922
13.20.47,0.36239,6.8764,343.3567,24.4922
13.20.48,0.36293,6.8764,343.3567,24.4922
13.20.48,0.36293,6.8764,343.3567,24.4922
13.20.48,0.36239,6.8764,343.3567,24.4922
13.20.49,0.36293,6.8764,343.3567,24.4922
13.20.49,0.36293,6.8764,343.3567,24.4922
13.20.49,0.36293,6.8764,343.3567,24.4922
13.20.50,0.36293,6.8764,343.3567,24.4922
13.20.50,0.36239,6.8764,343.3567,24.4922
13.20.50,0.36293,6.8764,343.3567,24.4922
13.20.51,0.36239,6.8764,343.3567,24.4922
13.20.51,0.36293,6.8764,343.3567,24.4922
13.20.51,0.36239,6.8764,343.3567,24.8145
13.20.51,0.36293,6.8764,343.3567,24.4922
13.20.52,0.36293,6.8528,343.3567,24.4922
13.20.52,0.36239,6.8764,343.3567,24.4922
13.20.52,0.36129,6.8528,343.3567,24.4922
13.20.53,0.36239,6.8764,343.3567,24.4922
13.20.53,0.36239,6.8528,343.3567,24.4922
13.20.53,0.36239,6.8528,343.3567,24.4922
13.20.54,0.36239,6.8528,343.3567,24.4922
13.20.54,0.36239,6.8528,343.3567,24.4922
13.20.54,0.36239,6.8528,343.3567,24.4922
13.20.55,0.36293,6.8528,343.3567,24.4922
13.20.55,0.36239,6.8528,343.3567,24.4922
13.20.55,0.36239,6.8528,343.3567,24.4922
13.20.55,0.36239,6.8528,343.3567,24.4922
13.20.56,0.36239,6.8528,343.3567,24.4922
13.20.56,0.36239,6.8528,343.3567,24.4922
13.20.56,0.36293,6.8528,343.3567,24.4922
13.20.57,0.36293,6.8528,343.3567,24.4922
13.20.57,0.36239,6.8528,343.3567,24.4922
13.20.57,0.36239,6.8528,343.3567,24.4922
13.20.58,0.36293,6.8528,343.3567,24.4922
13.20.58,0.36293,6.8528,343.3567,24.4922
13.20.58,0.36293,6.8528,343.3567,24.4922
13.20.59,0.36293,6.8528,343.3567,24.4922
13.20.59,0.36239,6.8528,343.3567,24.4922
13.20.59,0.36293,6.8528,343.3567,24.4922
13.20.59,0.36293,6.8528,343.3567,24.4922
13.21.0,0.36293,6.8528,343.3567,24.4922
13.21.0,0.36293,6.8528,343.3567,24.4922
13.21.0,0.36293,6.8528,343.3567,24.4922
13.21.1,0.36293,6.8528,343.3567,24.4922
13.21.1,0.36293,6.8528,343.3567,24.4922
13.21.1,0.36239,6.8528,343.3567,24.4922
13.21.2,0.36293,6.8528,343.3567,24.4922
13.21.2,0.36293,6.8528,343.3567,24.4922
13.21.2,0.36239,6.8528,343.3567,24.8145
,0.362234,6.87917,343.3606945,24.55666
