Time(h.m.s),Dust(mg/m3),CO(ppm),CO2,temp(C)
13.24.14,0.36293,6.6894,336.4278,24.4922
13.24.14,0.36293,6.6894,336.4278,24.4922
13.24.14,0.36293,6.6894,336.4278,24.4922
13.24.15,0.36348,6.6894,336.4278,24.4922
13.24.15,0.36293,6.6894,336.4278,24.4922
13.24.15,0.36293,6.6894,336.4278,24.4922
13.24.16,0.36293,6.6894,336.4278,24.4922
13.24.16,0.36293,6.6894,336.4278,24.4922
13.24.16,0.36293,6.6894,336.4278,24.4922
13.24.17,0.36348,6.6894,336.4278,24.4922
13.24.17,0.36239,6.6894,336.4278,24.4922
13.24.17,0.36293,6.6894,336.4278,24.4922
13.24.18,0.36293,6.6894,336.4278,24.4922
13.24.18,0.36348,6.6894,336.4278,24.4922
13.24.18,0.36293,6.6894,336.4278,24.4922
13.24.18,0.36293,6.6894,336.4278,24.4922
13.24.19,0.36293,6.6894,336.4278,24.4922
13.24.19,0.36293,6.6894,336.4278,24.4922
13.24.19,0.36348,6.6894,336.4278,24.4922
13.24.20,0.36293,6.6894,336.4278,24.4922
13.24.20,0.36293,6.6894,336.4278,24.4922
13.24.20,0.36293,6.6894,336.4278,24.4922
13.24.21,0.36348,6.6894,336.4278,24.4922
13.24.21,0.36293,6.6894,336.4278,24.4922
13.24.21,0.36348,6.6894,336.4278,24.4922
13.24.22,0.36348,6.6894,336.4278,24.4922
13.24.22,0.36293,6.6894,336.4278,24.4922
13.24.22,0.36348,6.6894,336.4278,24.4922
13.24.22,0.36348,6.6894,336.4278,24.4922
13.24.23,0.36348,6.6894,336.4278,24.4922
13.24.23,0.36293,6.6894,336.4278,24.4922
13.24.23,0.36293,6.6894,336.4278,24.4922
13.24.24,0.36348,6.6894,336.4278,24.4922
13.24.24,0.36348,6.6894,336.4278,24.4922
13.24.24,0.36348,6.6894,336.4278,24.4922
13.24.25,0.36293,6.6894,336.4278,24.4922
13.24.25,0.36293,6.6894,336.4278,24.8145
13.24.25,0.36293,6.6894,336.4278,24.4922
13.24.26,0.36348,6.6894,336.4278,24.4922
13.24.26,0.36293,6.6894,336.4278,24.8145
13.24.26,0.36293,6.6894,336.4278,24.4922
13.24.26,0.36348,6.6894,336.4278,24.4922
13.24.27,0.36348,6.6894,336.4278,24.4922
13.24.27,0.36348,6.6894,336.4278,24.8145
13.24.27,0.36293,6.6894,336.4278,24.4922
13.24.28,0.36293,6.6894,336.4278,24.4922
13.24.28,0.36348,6.6894,336.4278,24.4922
13.24.28,0.36348,6.6894,336.4278,24.8145
13.24.29,0.36348,6.6894,336.4278,24.4922
13.24.29,0.36293,6.6894,336.4278,24.4922
13.24.29,0.36293,6.6894,336.4278,24.4922
13.24.30,0.36293,6.6894,336.4278,24.4922
13.24.30,0.36348,6.6894,336.4278,24.4922
13.24.30,0.36293,6.6894,336.4278,24.8145
13.24.30,0.36293,6.6894,336.4278,24.4922
13.24.31,0.36293,6.6894,336.4278,24.8145
13.24.31,0.36293,6.6894,336.4278,24.8145
13.24.31,0.36348,6.6894,336.4278,24.4922
13.24.32,0.36293,6.6894,336.4278,24.4922
13.24.32,0.36293,6.6894,336.4278,24.4922
13.24.32,0.36293,6.6894,336.4278,24.4922
13.24.33,0.36293,6.6894,336.4278,24.4922
13.24.33,0.36348,6.6894,336.4278,24.8145
13.24.33,0.36348,6.6894,336.4278,24.4922
13.24.34,0.36293,6.6894,336.4278,24.4922
13.24.34,0.36293,6.6894,336.4278,24.8145
13.24.34,0.36293,6.6894,336.4278,24.4922
13.24.34,0.36293,6.6894,336.4278,24.8145
13.24.35,0.36293,6.6894,336.4278,24.4922
13.24.35,0.36239,6.6894,336.4278,24.4922
13.24.35,0.36293,6.6894,336.4278,24.4922
13.24.36,0.36293,6.6894,336.4278,24.8145
13.24.36,0.36293,6.6894,335.4882,24.4922
13.24.36,0.36293,6.6894,336.4278,24.4922
13.24.37,0.36239,6.6894,336.4278,24.4922
13.24.37,0.36348,6.6894,335.4882,24.4922
13.24.37,0.36293,6.6894,335.4882,24.4922
13.24.38,0.36348,6.6894,335.4882,24.8145
13.24.38,0.36239,6.6894,335.4882,24.8145
13.24.38,0.36293,6.6894,335.4882,24.4922
13.24.38,0.36184,6.6894,335.4882,24.8145
13.24.39,0.36184,6.6894,336.4278,24.4922
13.24.39,0.36239,6.6894,336.4278,24.4922
13.24.39,0.36184,6.6894,336.4278,24.8145
13.24.40,0.36239,6.6894,336.4278,24.4922
13.24.40,0.36184,6.6894,336.4278,24.4922
13.24.40,0.36239,6.6894,336.4278,24.8145
13.24.41,0.36293,6.6894,336.4278,24.4922
13.24.41,0.36239,6.6894,336.4278,24.4922
13.24.41,0.36239,6.6894,336.4278,24.4922
13.24.42,0.36239,6.6894,336.4278,24.8145
13.24.42,0.36348,6.6894,336.4278,24.8145
13.24.42,0.36348,6.6894,336.4278,24.8145
13.24.42,0.36293,6.6894,336.4278,24.8145
13.24.43,0.36348,6.6894,336.4278,24.8145
13.24.43,0.36348,6.6894,336.4278,24.4922
13.24.43,0.36293,6.6894,336.4278,24.8145
13.24.44,0.36348,6.6894,336.4278,24.8145
13.24.44,0.36293,6.6894,336.4278,24.8145
13.24.44,0.36293,6.6894,336.4278,24.8145
13.24.45,0.36348,6.6894,336.4278,24.8145
13.24.45,0.36403,6.6894,336.4278,24.8145
13.24.45,0.36348,6.6894,336.4278,24.8145
13.24.46,0.36293,6.6894,336.4278,24.8145
13.24.46,0.36403,6.6894,336.4278,24.8145
13.24.46,0.36348,6.6894,336.4278,24.8145
13.24.46,0.36403,6.6894,336.4278,24.8145
13.24.47,0.36348,6.6894,336.4278,24.8145
13.24.47,0.36293,6.6894,336.4278,24.8145
13.24.47,0.36348,6.6894,336.4278,24.8145
13.24.48,0.36348,6.6894,336.4278,24.8145
13.24.48,0.36348,6.6894,336.4278,24.8145
13.24.48,0.36293,6.6894,336.4278,24.8145
13.24.49,0.36293,6.6894,336.4278,24.8145
13.24.49,0.36403,6.6894,336.4278,24.8145
13.24.49,0.36293,6.6894,335.4882,24.8145
13.24.50,0.36348,6.6894,336.4278,24.8145
13.24.50,0.36348,6.6894,335.4882,24.8145
13.24.50,0.36348,6.6894,336.4278,24.4922
13.24.50,0.36348,6.6894,335.4882,24.8145
13.24.51,0.36348,6.6894,335.4882,24.8145
13.24.51,0.36348,6.6894,335.4882,24.8145
13.24.52,0.36293,6.6894,335.4882,24.8145
13.24.52,0.36348,6.6894,335.4882,24.8145
13.24.53,0.36348,6.6894,335.4882,24.8145
13.24.53,0.36293,6.6894,335.4882,24.8145
13.24.53,0.36348,6.6663,335.4882,24.8145
13.24.54,0.36348,6.6894,335.4882,24.8145
13.24.54,0.36348,6.6663,335.4882,24.8145
13.24.54,0.36348,6.6894,335.4882,24.8145
13.24.55,0.36348,6.6894,335.4882,24.8145
13.24.55,0.36403,6.6894,335.4882,24.8145
13.24.55,0.36348,6.6894,335.4882,24.8145
13.24.56,0.36348,6.6894,335.4882,24.4922
13.24.56,0.36293,6.6894,335.4882,24.8145
13.24.56,0.36348,6.6894,335.4882,24.8145
13.24.56,0.36348,6.6663,335.4882,24.8145
13.24.57,0.36348,6.6894,335.4882,24.8145
13.24.57,0.36348,6.6894,335.4882,24.8145
13.24.57,0.36293,6.6663,335.4882,24.8145
13.24.58,0.36348,6.6894,335.4882,24.8145
13.24.58,0.36403,6.6663,335.4882,24.8145
13.24.58,0.36348,6.6894,335.4882,24.8145
13.24.59,0.36348,6.6894,335.4882,24.8145
13.24.59,0.36293,6.6894,335.4882,24.8145
13.24.59,0.36348,6.6663,335.4882,24.8145
13.25.0,0.36403,6.6894,335.4882,24.8145
13.25.0,0.36403,6.6663,335.4882,24.8145
13.25.0,0.36403,6.6663,335.4882,24.8145
13.25.0,0.36348,6.6663,335.4882,24.8145
13.25.1,0.36348,6.6663,335.4882,24.8145
13.25.1,0.36348,6.6663,335.4882,24.8145
13.25.1,0.36403,6.6663,335.4882,24.8145
13.25.2,0.36348,6.6663,335.4882,24.8145
13.25.2,0.36348,6.6663,335.4882,24.8145
13.25.2,0.36348,6.6663,335.4882,24.8145
13.25.3,0.36403,6.6663,335.4882,24.8145
13.25.3,0.36403,6.6663,335.4882,24.8145
,0.3630772,6.6876675,336.127128,24.624343
