Time(h.m.s),Dust(mg/m3),CO(ppm),CO2,temp(C)
12.56.10,0.27966,9.3459,366.8259,26.4258
12.56.10,0.28185,9.3459,366.8259,26.4258
12.56.11,0.2824,9.3459,366.8259,26.4258
12.56.11,0.2835,9.3459,366.8259,26.4258
12.56.11,0.28404,9.3459,366.8259,26.4258
12.56.12,0.28459,9.3459,366.8259,26.4258
12.56.12,0.28569,9.3459,366.8259,26.4258
12.56.12,0.28569,9.3459,366.3736,26.4258
12.56.13,0.28678,9.3459,366.3736,26.748
12.56.13,0.28678,9.3137,366.3736,26.4258
12.56.13,0.28843,9.3137,366.3736,26.4258
12.56.14,0.28843,9.3459,366.3736,26.4258
12.56.14,0.28843,9.3137,366.3736,26.4258
12.56.14,0.28952,9.3137,366.3736,26.4258
12.56.14,0.29007,9.3137,366.3736,26.4258
12.56.15,0.29117,9.3137,366.3736,26.4258
12.56.15,0.29171,9.3137,366.3736,26.4258
12.56.15,0.29281,9.3137,366.3736,26.4258
12.56.16,0.29391,9.3137,366.3736,26.4258
12.56.16,0.29445,9.3137,366.3736,26.4258
12.56.16,0.29555,9.3137,366.3736,26.4258
12.56.17,0.2961,9.3137,366.3736,26.4258
12.56.17,0.29719,9.3137,366.3736,26.4258
12.56.17,0.29719,9.2817,366.3736,26.4258
12.56.18,0.29829,9.3137,366.3736,26.4258
12.56.18,0.29884,9.2817,366.3736,26.4258
12.56.18,0.29938,9.2817,366.3736,26.4258
12.56.18,0.29993,9.2817,366.3736,26.4258
12.56.19,0.30048,9.2817,366.3736,26.4258
12.56.19,0.30158,9.2817,366.3736,26.4258
12.56.19,0.30212,9.2497,366.3736,26.4258
12.56.20,0.30158,9.3137,366.3736,26.4258
12.56.20,0.30267,9.2817,366.3736,26.4258
12.56.20,0.30322,9.2817,366.3736,26.4258
12.56.21,0.30377,9.2817,366.3736,26.4258
12.56.21,0.30486,9.2817,366.3736,26.4258
12.56.21,0.30541,9.2817,366.8259,26.4258
12.56.22,0.30541,9.3137,366.3736,26.4258
12.56.22,0.30651,9.2497,366.3736,26.1035
12.56.22,0.30705,9.2817,366.3736,26.1035
12.56.22,0.3076,9.2817,366.3736,26.1035
12.56.23,0.3087,9.2497,366.3736,26.1035
12.56.23,0.30925,9.2497,366.3736,26.1035
12.56.23,0.30979,9.2817,366.3736,26.1035
12.56.24,0.31034,9.2497,366.3736,26.1035
12.56.24,0.31089,9.2497,366.3736,26.1035
12.56.24,0.31144,9.2497,366.3736,26.1035
12.56.25,0.31198,9.2497,366.3736,26.1035
12.56.25,0.31308,9.2497,366.3736,26.1035
12.56.25,0.31363,9.2497,366.3736,26.1035
12.56.26,0.31363,9.2497,366.3736,26.1035
12.56.26,0.31418,9.2497,366.3736,26.1035
12.56.26,0.31198,9.2497,366.3736,26.1035
12.56.26,0.31527,9.2497,366.3736,26.1035
12.56.27,0.31582,9.2497,366.3736,26.1035
12.56.27,0.31637,9.2497,366.3736,26.1035
12.56.27,0.31637,9.2497,366.3736,26.1035
12.56.28,0.31637,9.2179,366.3736,26.1035
12.56.28,0.31746,9.2497,366.3736,26.1035
12.56.28,0.31692,9.2179,366.3736,26.1035
12.56.29,0.31801,9.2179,366.3736,26.1035
12.56.29,0.31746,9.2179,366.3736,26.1035
12.56.29,0.31965,9.2179,366.3736,26.1035
12.56.30,0.31911,9.2179,366.3736,25.7812
12.56.30,0.31965,9.2179,366.3736,25.7812
12.56.30,0.31965,9.2179,366.3736,25.7812
12.56.30,0.3202,9.2179,366.3736,25.7812
12.56.31,0.31965,9.2179,366.3736,25.7812
12.56.31,0.32075,9.2179,366.3736,25.7812
12.56.31,0.32075,9.2179,366.3736,25.7812
12.56.32,0.3213,9.2179,366.3736,25.7812
12.56.32,0.3213,9.2179,366.3736,25.7812
12.56.32,0.32185,9.2179,366.3736,25.7812
12.56.33,0.32185,9.2179,366.3736,25.7812
12.56.33,0.32239,9.2179,366.3736,25.7812
12.56.33,0.32239,9.2179,366.3736,25.7812
12.56.34,0.32239,9.2179,366.3736,25.7812
12.56.34,0.32458,9.2179,366.3736,25.7812
12.56.34,0.32349,9.1862,366.3736,25.7812
12.56.34,0.32404,9.1862,366.3736,25.7812
12.56.35,0.32404,9.1862,366.3736,25.7812
12.56.35,0.32404,9.2179,366.3736,25.7812
12.56.35,0.32458,9.1862,366.3736,25.7812
12.56.36,0.32513,9.1862,366.3736,25.7812
12.56.36,0.32568,9.1862,366.3736,25.7812
12.56.36,0.32513,9.1862,366.3736,25.7812
12.56.37,0.32568,9.1862,366.3736,25.7812
12.56.37,0.32623,9.1862,366.3736,25.7812
12.56.37,0.32623,9.1862,366.3736,25.7812
12.56.38,0.32623,9.1862,366.3736,25.7812
12.56.38,0.32678,9.1862,366.3736,25.7812
12.56.38,0.32678,9.1862,366.3736,25.459
12.56.38,0.32678,9.1862,366.3736,25.459
12.56.39,0.32732,9.1862,366.3736,25.7812
12.56.39,0.32787,9.1862,366.3736,25.7812
12.56.39,0.32732,9.1862,366.3736,25.7812
12.56.40,0.32842,9.1862,366.3736,25.7812
12.56.40,0.32952,9.1545,366.3736,25.7812
12.56.40,0.32787,9.1862,371.0456,25.7814
