Time(h.m.s),Dust(mg/m3),CO(ppm),CO2,temp(C)
13.18.2,0.35691,6.9719,344.1556,24.8145
13.18.2,0.36074,6.9719,344.1556,24.8145
13.18.3,0.36074,6.9719,344.1556,24.8145
13.18.3,0.36074,6.996,344.1556,24.8145
13.18.3,0.35965,6.996,344.1556,24.8145
13.18.4,0.36074,6.9719,344.1556,24.8145
13.18.4,0.36074,6.9719,344.1556,24.8145
13.18.4,0.36074,6.9719,344.1556,24.8145
13.18.4,0.36074,6.9719,344.1556,24.8145
13.18.5,0.36074,6.9719,344.1556,24.8145
13.18.5,0.36074,6.9719,344.1556,24.8145
13.18.5,0.36129,6.9719,344.1556,24.8145
13.18.6,0.36129,6.9719,344.1556,25.1367
13.18.6,0.36074,6.9719,344.1556,24.8145
13.18.6,0.36074,6.9719,344.1556,24.8145
13.18.7,0.36074,6.9719,344.1556,24.8145
13.18.7,0.36184,6.996,344.1556,25.1367
13.18.7,0.36074,6.9719,344.1556,24.8145
13.18.8,0.36074,6.9719,344.1556,24.8145
13.18.8,0.36129,6.9719,344.1556,24.8145
13.18.8,0.36129,6.9719,344.1556,24.8145
13.18.8,0.36074,6.9719,344.1556,24.8145
13.18.9,0.36129,6.9719,344.1556,24.8145
13.18.9,0.36074,6.9719,344.1556,24.8145
13.18.9,0.36074,6.9719,344.1556,24.8145
13.18.10,0.36074,6.9719,344.1556,24.8145
13.18.10,0.36074,6.9719,344.1556,25.1367
13.18.10,0.36074,6.9719,344.1556,24.8145
13.18.11,0.36074,6.9719,344.1556,25.1367
13.18.11,0.36129,6.9719,344.1556,24.8145
13.18.11,0.36129,6.9719,344.1556,24.8145
13.18.12,0.36129,6.9719,344.1556,25.1367
13.18.12,0.36074,6.9719,344.1556,24.8145
13.18.12,0.36074,6.9719,344.1556,24.8145
13.18.12,0.36074,6.9719,344.1556,24.8145
13.18.13,0.36074,6.9719,344.1556,24.8145
13.18.13,0.36129,6.9719,344.1556,25.1367
13.18.13,0.36129,6.9719,344.1556,24.8145
13.18.14,0.36074,6.9719,344.1556,24.8145
13.18.14,0.36074,6.9719,344.1556,24.8145
13.18.14,0.3602,6.9719,344.1556,24.8145
13.18.15,0.36129,6.9719,344.1556,24.8145
13.18.15,0.36129,6.9719,344.1556,24.8145
13.18.15,0.36074,6.9719,344.1556,24.8145
13.18.16,0.36129,6.9719,344.1556,24.8145
13.18.16,0.36074,6.9719,344.1556,25.1367
13.18.16,0.36129,6.9719,344.1556,24.8145
13.18.16,0.36074,6.9719,344.1556,24.8145
13.18.17,0.36129,6.9719,344.1556,24.8145
13.18.17,0.36129,6.9719,344.1556,25.1367
13.18.17,0.36129,6.9719,344.1556,24.8145
13.18.18,0.36184,6.9719,344.1556,24.8145
13.18.18,0.36074,6.9719,344.1556,25.1367
13.18.18,0.36129,6.9719,344.1556,24.8145
13.18.19,0.36129,6.9719,344.1556,25.1367
13.18.19,0.36074,6.9719,344.1556,24.8145
13.18.19,0.36129,6.9719,344.1556,25.1367
13.18.20,0.36074,6.9719,344.1556,24.8145
13.18.20,0.36129,6.9719,344.1556,24.8145
13.18.20,0.36074,6.9719,344.1556,25.1367
13.18.20,0.36074,6.9719,344.1556,25.1367
13.18.21,0.36129,6.9719,344.1556,24.8145
13.18.21,0.36129,6.9719,344.1556,24.8145
13.18.21,0.36129,6.9719,344.1556,24.8145
13.18.22,0.36129,6.9719,344.1556,24.8145
13.18.22,0.36074,6.9719,344.1556,24.8145
13.18.22,0.36129,6.9719,344.1556,25.1367
13.18.23,0.36129,6.9719,344.1556,25.1367
13.18.23,0.36129,6.9719,344.1556,24.8145
13.18.23,0.36129,6.9719,344.1556,24.8145
13.18.24,0.36184,6.9719,344.1556,24.8145
13.18.24,0.36129,6.9719,344.1556,25.1367
13.18.24,0.36129,6.9719,344.1556,24.8145
13.18.24,0.36184,6.9719,344.1556,25.1367
13.18.25,0.36074,6.9719,344.1556,24.8145
13.18.25,0.36184,6.9719,344.1556,24.8145
13.18.25,0.36129,6.9719,344.1556,24.8145
13.18.26,0.36074,6.9719,344.1556,24.8145
13.18.26,0.36129,6.9719,344.1556,25.1367
13.18.26,0.36074,6.9719,344.1556,25.1367
13.18.27,0.36184,6.9719,344.1556,24.8145
13.18.27,0.36184,6.9719,344.1556,24.8145
13.18.27,0.36129,6.9719,344.1556,24.8145
13.18.28,0.36129,6.9719,344.1556,24.8145
13.18.28,0.36129,6.9719,344.1556,24.8145
13.18.28,0.36129,6.9719,344.1556,24.8145
13.18.28,0.36129,6.9719,344.1556,25.1367
13.18.29,0.36129,6.9719,344.1556,25.1367
13.18.29,0.3602,6.9719,344.1556,24.8145
13.18.29,0.36129,6.9719,344.1556,24.8145
13.18.30,0.36129,6.9719,344.1556,24.8145
13.18.30,0.36129,6.9719,344.1556,24.8145
13.18.30,0.36129,6.9719,344.1556,24.8145
13.18.31,0.36129,6.9719,344.1556,24.8145
13.18.31,0.36129,6.9479,344.1556,24.8145
13.18.31,0.36129,6.9479,344.1556,24.8145
13.18.32,0.36074,6.9719,344.1556,24.8145
13.18.32,0.36184,6.9719,344.1556,24.8145
13.18.32,0.36074,6.9719,344.1556,24.8145
13.18.32,0.36129,6.9719,344.1556,24.8145
13.18.33,0.36184,6.9479,344.1556,24.8145
13.18.33,0.36129,6.9719,344.1556,24.8145
13.18.33,0.36129,6.9479,344.1556,24.8145
13.18.34,0.36129,6.9479,344.1556,24.8145
13.18.34,0.36184,6.9719,344.1556,24.8145
13.18.34,0.36184,6.9479,344.1556,24.8145
13.18.35,0.36129,6.9479,344.1556,24.8145
13.18.35,0.36184,6.9479,344.1556,24.8145
13.18.35,0.36129,6.9479,344.1556,24.8145
13.18.36,0.36184,6.9479,344.1556,24.8145
13.18.36,0.36184,6.9479,344.1556,24.8145
13.18.36,0.36129,6.9479,344.1556,24.8145
13.18.36,0.36129,6.9479,344.1556,24.8145
13.18.37,0.36184,6.9479,344.1556,24.8145
13.18.37,0.36129,6.9479,344.1556,24.8145
13.18.37,0.36074,6.9479,344.1556,24.8145
13.18.38,0.36129,6.9479,344.1556,24.8145
13.18.38,0.36074,6.9479,344.1556,24.8145
13.18.38,0.36129,6.9479,344.1556,24.8145
13.18.39,0.36129,6.9479,344.1556,24.8145
13.18.39,0.36129,6.9479,344.1556,25.1367
13.18.39,0.36129,6.9479,344.1556,24.8145
13.18.40,0.36129,6.9479,344.1556,24.8145
13.18.40,0.36129,6.9479,344.1556,24.8145
13.18.40,0.36184,6.9479,344.1556,24.8145
13.18.40,0.36129,6.9479,344.1556,24.8145
13.18.41,0.36129,6.9479,344.1556,24.8145
13.18.41,0.36239,6.9479,344.1556,24.8145
13.18.41,0.36184,6.9479,344.1556,24.8145
13.18.42,0.36129,6.9479,344.1556,24.8145
13.18.42,0.36129,6.9479,344.1556,24.8145
13.18.42,0.36184,6.9479,344.1556,24.8145
13.18.43,0.36184,6.9479,344.1556,24.8145
13.18.43,0.36184,6.9479,344.1556,24.8145
13.18.43,0.36184,6.9479,344.1556,24.8145
13.18.44,0.36129,6.9479,344.1556,24.8145
13.18.44,0.36074,6.9479,344.1556,24.8145
13.18.44,0.36129,6.9479,344.1556,24.8145
13.18.44,0.36184,6.9479,344.1556,24.8145
13.18.45,0.36184,6.9479,344.1556,24.8145
13.18.45,0.36129,6.9479,344.1556,24.8145
13.18.45,0.36184,6.9479,344.1556,24.8145
13.18.46,0.36184,6.9479,344.1556,24.8145
13.18.46,0.36239,6.9479,344.1556,24.8145
13.18.46,0.36184,6.9479,344.1556,24.8145
13.18.47,0.36129,6.9479,344.1556,24.8145
13.18.47,0.36184,6.9479,344.1556,24.8145
13.18.47,0.36184,6.9479,344.1556,24.8145
13.18.48,0.36184,6.9479,344.1556,24.8145
13.18.48,0.36184,6.9479,344.1556,24.8145
13.18.48,0.36129,6.9479,344.1556,24.8145
13.18.48,0.36184,6.9479,344.1556,24.8145
13.18.49,0.36239,6.9479,344.1556,24.8145
13.18.49,0.36184,6.9479,344.1556,24.8145
13.18.49,0.36184,6.9479,344.1556,24.8145
13.18.50,0.36184,6.9479,344.1556,24.8145
13.18.50,0.36239,6.9479,344.1556,24.8145
13.18.50,0.36184,6.9479,344.1556,24.8145
13.18.51,0.36184,6.9479,344.1556,24.8145
13.18.51,0.36239,6.9479,344.1556,24.8145
13.18.51,0.36184,6.9479,344.1556,24.8145
13.18.52,0.36184,6.9479,344.1556,24.8145
13.18.52,0.36184,6.9479,344.1556,24.8145
13.18.52,0.36184,6.9479,344.1556,24.8145
13.18.52,0.36239,6.9479,344.1556,24.8145
13.18.53,0.36184,6.9479,344.1556,24.8145
13.18.53,0.36184,6.9479,344.1556,24.8145
13.18.53,0.36239,6.9479,344.1556,24.8145
13.18.54,0.36184,6.9479,344.1556,24.8145
13.18.54,0.36184,6.9479,344.1556,24.8145
13.18.54,0.36184,6.9479,344.1556,24.8145
13.18.55,0.36184,6.9479,344.1556,24.8145
13.18.55,0.36184,6.9479,344.1556,24.8145
13.18.55,0.36239,6.9479,344.1556,24.8145
13.18.56,0.36184,6.9479,344.1556,24.8145
13.18.56,0.36239,6.9479,344.1556,24.8145
13.18.56,0.36129,6.9479,344.1556,24.8145
13.18.56,0.36239,6.9479,344.1556,24.8145
13.18.57,0.36239,6.9479,344.1556,24.8145
