Time(h.m.s),Dust(mg/m3),CO(ppm),CO2,temp(C)
13.22.20,0.36239,6.7823,342.5437,24.4922
13.22.20,0.36293,6.7823,342.5437,24.4922
13.22.20,0.36293,6.7823,342.5437,24.4922
13.22.21,0.36293,6.7823,342.5437,24.4922
13.22.21,0.36293,6.7823,342.5437,24.4922
13.22.21,0.36239,6.7823,342.5437,24.4922
13.22.22,0.36239,6.7823,342.5437,24.4922
13.22.22,0.36293,6.7823,342.5437,24.4922
13.22.22,0.36293,6.7823,342.5437,24.4922
13.22.23,0.36293,6.7823,342.5437,24.4922
13.22.23,0.36293,6.7823,342.5437,24.4922
13.22.23,0.36293,6.7823,342.5437,24.4922
13.22.23,0.36293,6.7823,342.5437,24.4922
13.22.24,0.36293,6.7823,342.5437,24.4922
13.22.24,0.36348,6.7823,342.5437,24.4922
13.22.24,0.36239,6.7823,342.5437,24.4922
13.22.25,0.36293,6.7823,342.5437,24.4922
13.22.25,0.36293,6.7823,342.5437,24.4922
13.22.25,0.36293,6.7823,342.5437,24.4922
13.22.26,0.36348,6.7823,342.5437,24.4922
13.22.26,0.36239,6.7823,342.5437,24.4922
13.22.26,0.36293,6.7823,342.5437,24.4922
13.22.27,0.36293,6.7823,342.5437,24.4922
13.22.27,0.36293,6.7823,342.5437,24.4922
13.22.27,0.36293,6.7823,342.5437,24.4922
13.22.27,0.36293,6.7823,342.5437,24.4922
13.22.28,0.36293,6.7823,342.5437,24.4922
13.22.28,0.36239,6.7823,342.5437,24.4922
13.22.28,0.36293,6.7823,342.5437,24.4922
13.22.29,0.36293,6.7823,342.5437,24.4922
13.22.29,0.36293,6.7823,342.5437,24.4922
13.22.29,0.36293,6.7823,342.5437,24.4922
13.22.30,0.36348,6.7823,342.5437,24.4922
13.22.30,0.36293,6.7823,342.5437,24.4922
13.22.30,0.36293,6.7823,342.5437,24.4922
13.22.31,0.36293,6.7823,342.5437,24.4922
13.22.31,0.36348,6.7823,342.5437,24.4922
13.22.31,0.36348,6.7823,342.5437,24.4922
13.22.31,0.36348,6.7823,342.5437,24.4922
13.22.32,0.36293,6.7823,342.5437,24.4922
13.22.32,0.36348,6.7823,342.5437,24.4922
13.22.32,0.36348,6.7823,342.5437,24.4922
13.22.33,0.36293,6.7823,342.5437,24.4922
13.22.33,0.36293,6.7823,342.5437,24.4922
13.22.33,0.36239,6.7823,342.5437,24.4922
13.22.34,0.36293,6.7823,342.5437,24.4922
13.22.34,0.36239,6.7823,342.5437,24.4922
13.22.34,0.36293,6.7823,342.5437,24.4922
13.22.35,0.36293,6.7823,342.5437,24.4922
13.22.35,0.36293,6.7823,342.5437,24.4922
13.22.35,0.36348,6.7823,342.5437,24.4922
13.22.35,0.36293,6.7823,342.5437,24.4922
13.22.36,0.36239,6.7823,342.5437,24.4922
13.22.36,0.36293,6.7823,342.5437,24.4922
13.22.36,0.36239,6.7823,342.5437,24.4922
13.22.37,0.36293,6.7823,342.5437,24.4922
13.22.37,0.36239,6.7823,342.5437,24.4922
13.22.37,0.36239,6.7823,342.5437,24.4922
13.22.38,0.36293,6.7823,342.5437,24.4922
13.22.38,0.36293,6.7823,342.5437,24.4922
13.22.38,0.36348,6.7823,342.5437,24.4922
13.22.39,0.36293,6.7823,342.5437,24.4922
13.22.39,0.36293,6.7823,342.5437,24.4922
13.22.39,0.36293,6.7823,342.5437,24.4922
13.22.39,0.36239,6.7823,342.5437,24.4922
13.22.40,0.36293,6.7823,342.5437,24.4922
13.22.40,0.36348,6.7823,342.5437,24.4922
13.22.40,0.36348,6.7823,342.5437,24.4922
13.22.41,0.36293,6.7823,342.5437,24.8145
13.22.41,0.36293,6.7823,342.5437,24.4922
13.22.41,0.36293,6.7823,342.5437,24.4922
13.22.42,0.36348,6.7823,342.5437,24.4922
13.22.42,0.36293,6.7823,342.5437,24.8145
13.22.42,0.36293,6.7823,342.5437,24.4922
13.22.43,0.36293,6.7823,342.5437,24.4922
13.22.43,0.36348,6.7823,342.5437,24.4922
13.22.43,0.36348,6.7823,342.5437,24.4922
13.22.43,0.36348,6.7823,342.5437,24.8145
13.22.44,0.36239,6.7823,342.5437,24.4922
13.22.44,0.36348,6.7823,342.5437,24.4922
13.22.44,0.36348,6.7823,342.5437,24.4922
13.22.45,0.36348,6.7823,342.5437,24.4922
13.22.45,0.36348,6.7823,342.5437,24.4922
13.22.45,0.36293,6.7823,342.5437,24.4922
13.22.46,0.36348,6.7823,342.5437,24.4922
13.22.46,0.36293,6.7823,342.5437,24.4922
13.22.46,0.36293,6.7823,342.5437,24.4922
13.22.47,0.36184,6.7823,342.5437,24.4922
13.22.47,0.36239,6.7823,342.5437,24.4922
13.22.47,0.36293,6.7823,342.5437,24.4922
13.22.47,0.36293,6.7823,342.5437,24.4922
13.22.48,0.36239,6.7589,342.5437,24.4922
13.22.48,0.36293,6.7823,342.5437,24.4922
13.22.48,0.36293,6.7823,342.5437,24.4922
13.22.49,0.36293,6.7823,342.5437,24.4922
13.22.49,0.36184,6.7823,342.5437,24.4922
13.22.49,0.36293,6.7823,342.5437,24.4922
13.22.50,0.36293,6.7823,342.5437,24.4922
13.22.50,0.36293,6.7589,342.5437,24.4922
13.22.50,0.36293,6.7823,342.5437,24.4922
13.22.51,0.36293,6.7823,342.5437,24.8145
13.22.51,0.36293,6.7589,342.5437,24.4922
13.22.51,0.36348,6.7589,342.5437,24.4922
13.22.51,0.36293,6.7589,342.5437,24.8145
13.22.52,0.36293,6.7589,342.5437,24.4922
13.22.52,0.36239,6.7589,342.5437,24.4922
13.22.52,0.36293,6.7589,342.5437,24.4922
13.22.53,0.36293,6.7589,342.5437,24.8145
13.22.53,0.36293,6.7589,342.5437,24.4922
13.22.53,0.36293,6.7589,342.5437,24.4922
13.22.54,0.36293,6.7589,342.5437,24.4922
13.22.54,0.36293,6.7589,342.5437,24.4922
13.22.54,0.36293,6.7589,342.5437,24.4922
13.22.55,0.36293,6.7589,342.5437,24.4922
13.22.55,0.36293,6.7589,342.5437,24.8145
13.22.55,0.36293,6.7589,342.5437,24.4922
13.22.55,0.36293,6.7589,342.5437,24.4922
13.22.56,0.36293,6.7589,342.5437,24.8145
13.22.56,0.36293,6.7589,342.5437,24.4922
13.22.56,0.36348,6.7589,342.5437,24.4922
13.22.57,0.36348,6.7589,342.5437,24.4922
13.22.57,0.36348,6.7589,342.5437,24.4922
13.22.57,0.36239,6.7589,342.5437,24.4922
13.22.58,0.36239,6.7589,342.5437,24.4922
13.22.58,0.36239,6.7589,342.5437,24.4922
13.22.58,0.36239,6.7589,342.5437,24.4922
13.22.59,0.36239,6.7589,342.5437,24.4922
13.22.59,0.36239,6.7589,342.5437,24.4922
13.22.59,0.36293,6.7589,342.5437,24.4922
13.22.59,0.36293,6.7589,342.5437,24.4922
13.23.0,0.36293,6.7589,342.5437,24.4922
13.23.0,0.36348,6.7589,342.5437,24.4922
13.23.0,0.36293,6.7589,342.5437,24.4922
13.23.1,0.36293,6.7589,342.5437,24.4922
13.23.1,0.36403,6.7589,342.5437,24.4922
13.23.1,0.36293,6.7589,342.5437,24.4922
13.23.2,0.36348,6.7589,344.9408,24.4922
13.23.2,0.36293,6.7589,344.9408,24.4922
13.23.2,0.36293,6.7589,343.3567,24.4922
,0.36284765,6.7823,342.587996,24.5034805
